Date,Close,CloseTarget,MACD,Stochastics,ATR
2010-08-11,17.9,19.030001,-0.17635664245,11.8577121967,1.180001
2010-08-12,17.6,17.9,-0.160940676008,0.0,0.510001
2010-08-13,18.32,17.6,-0.0934280164265,0.0,0.850001
2010-08-16,18.780001,18.32,-0.0592025437774,0.436725081539,0.539999
2010-08-17,19.15,18.780001,-0.047411512799,16.5938937091,0.619999
2010-08-18,18.77,19.15,-0.0589020139052,0.0,0.99
2010-08-19,18.790001,18.77,-0.0266030764432,0.0,0.92
2010-08-20,19.1,18.790001,0.025513068422,0.0,0.600001
2010-08-23,20.129999,19.1,0.07380516539,49.9999462365,1.389999
2010-08-24,19.200001,20.129999,0.0412208701537,0.0,1.179998
2010-08-25,19.9,19.200001,0.0950962796004,25.6097404819,1.420001
2010-08-26,19.75,19.9,0.103252560587,10.8,0.67
2010-08-27,19.700001,19.75,0.13290075622,8.80004,0.370001
2010-08-30,19.870001,19.700001,0.181671691547,15.60004,0.58
2010-08-31,19.48,19.870001,0.233170031559,0.0,0.540001
2010-09-01,20.450001,19.48,0.343517791825,15.4696685083,1.210001
2010-09-02,21.059999,20.450001,0.394235124643,56.3980362076,0.930001
2010-09-03,21.049999,21.059999,0.395300613238,61.5702224916,0.639999
2010-09-07,20.540001,21.049999,0.389666759836,40.4959336794,0.549999
2010-09-08,20.9,20.540001,0.426334724463,55.3719192678,0.41
2010-09-09,20.709999,20.9,0.433383292033,47.5206415204,0.359998
2010-09-10,20.17,20.709999,0.454796229566,25.2066424766,1.17
2010-09-13,20.719999,20.17,0.531948043356,47.9338644901,0.73
2010-09-14,21.120001,20.719999,0.574409813281,64.4628659244,1.069999
2010-09-15,21.98,21.120001,0.581885427238,100.0,1.209999
2010-09-16,20.940001,21.98,0.493498301413,57.0248524691,2.32
2010-09-17,20.23,20.940001,0.467554884342,27.685980295,1.520001
2010-09-20,21.059999,20.23,0.498539781471,61.9834454614,1.19
2010-09-21,20.77,21.059999,0.452812878155,50.0000206611,0.879999
2010-09-22,19.870001,20.77,0.415205832916,12.8099947066,1.150002
2010-09-23,19.559999,19.870001,0.453656946234,0.0,0.639999
2010-09-24,20.1,19.559999,0.538830965075,0.0,0.630002
2010-09-27,20.530001,20.1,0.600599642529,16.6667241379,0.76
2010-09-28,21.4,20.530001,0.638450939665,66.6666666667,0.959999
2010-09-29,21.98,21.4,0.596841045841,100.0,0.900002
2010-09-30,20.41,21.98,0.474982699331,33.6448903834,1.959999
2010-10-01,20.6,20.41,0.464705536683,51.4018665386,0.440001
2010-10-04,20.99,20.6,0.434703496611,87.8503965413,0.870001
2010-10-05,21.120001,20.99,0.358473064973,100.0,0.290001
2010-10-06,20.459999,21.120001,0.247307165025,51.2499359376,0.94
2010-10-07,20.43,20.459999,0.172642976303,29.0076656372,0.299999
2010-10-08,20.43,20.43,0.0893775222082,29.0076656372,0.400002
2010-10-11,20.24,20.43,-0.00509354267234,14.5038709865,0.630001
2010-10-12,20.24,20.24,-0.0916912437156,10.6145750757,0.25
2010-10-13,20.540001,20.24,-0.182558005197,27.3743981149,0.61
2010-10-14,20.75,20.540001,-0.306060864387,39.1061792703,0.630001
2010-10-15,20.540001,20.75,-0.46139003095,27.3743981149,0.65
2010-10-18,20.23,20.540001,-0.61255686203,3.71136005951,0.42
2010-10-19,20.049999,20.23,-0.741543722806,0.0,0.41
2010-10-20,20.65,20.049999,-0.84746472632,0.0,0.65
2010-10-21,20.75,20.65,-0.996497797514,0.704248660975,0.5
2010-10-22,20.719999,20.75,-1.15038794365,0.0,0.380001
2010-10-25,20.85,20.719999,-1.29257642348,0.0,0.260001
2010-10-26,21.360001,20.85,-1.42988575069,4.07240950226,1.360001
2010-10-27,21.0,21.360001,-1.59484188007,0.0,0.729999
2010-10-28,21.190001,21.0,-1.70527042485,0.0,0.540001
2010-10-29,21.84,21.190001,-1.79194949593,6.17801111812,0.800001
2010-11-01,21.41,21.84,-1.89061720095,1.67539284559,1.440001
2010-11-02,21.25,21.41,-1.8947545513,0.0,0.83
2010-11-03,21.77,21.25,-1.79518989788,0.0,1.34
2010-11-04,24.9,21.77,-1.6253610934,4.54095800009,3.56
2010-11-05,24.440001,24.9,-1.63221690124,0.0,1.25
2010-11-08,24.98,24.440001,-1.52643304652,3.2287909172,0.969999
2010-11-09,24.629999,24.98,-1.37014856137,0.0,1.640002
2010-11-10,29.360001,24.629999,-1.06116604865,17.7658142665,5.92
2010-11-11,28.040001,29.360001,-1.06906325911,0.0,2.030001
2010-11-12,29.84,28.040001,-0.911710975033,5.85284183063,2.459999
2010-11-15,30.799999,29.84,-0.846525854994,21.9063341294,3.099999
2010-11-16,29.67,30.799999,-0.830946522079,3.01003294147,2.98
2010-11-17,29.49,29.67,-0.674990544925,0.0,2.139999
2010-11-18,29.889999,29.49,-0.425082479793,0.0,1.82
2010-11-19,30.99,29.889999,-0.113387580183,13.1783088456,1.67
2010-11-22,33.400002,30.99,0.199867370473,59.883755859,2.460001
2010-11-23,34.57,33.400002,0.367594006939,82.5581269155,3.490001
2010-11-24,35.470001,34.57,0.447922951037,100.0,1.639999
2010-11-26,35.32,35.470001,0.428755684256,99.8529117863,1.25
2010-11-29,34.330002,35.32,0.376985277881,85.2941198097,2.619999
2010-11-30,35.330002,34.330002,0.36754033909,100.0,1.920002
2010-12-01,34.349998,35.330002,0.216539307159,100.0,2.969997
2010-12-02,32.349998,34.349998,0.0738135875557,99.4791403537,3.149997
2010-12-03,31.49,32.349998,0.0534865653641,72.195097561,1.479997
2010-12-06,30.309999,31.49,0.0917093632737,43.4145853659,1.930001
2010-12-07,31.559999,30.309999,0.243905339952,84.8869816703,2.350003
2010-12-08,32.369999,31.559999,0.303578687757,96.3276564046,0.970002
2010-12-09,32.049999,32.369999,0.274531946296,91.8078836701,1.070001
2010-12-10,31.52,32.049999,0.236523603408,84.3220242028,1.789999
2010-12-13,30.549999,31.52,0.209351458167,70.621448977,1.37
2010-12-14,28.530001,30.549999,0.243959083604,42.0904118389,2.789999
2010-12-15,29.6,28.530001,0.471862705349,57.2033877957,1.439998
2010-12-16,30.809999,29.6,0.649358381128,74.2937643238,1.31
2010-12-17,31.360001,30.809999,0.733842357836,82.0621519598,0.830002
2010-12-20,31.700001,31.360001,0.750844883389,86.8644104903,0.929999
2010-12-21,32.259998,31.700001,0.693945064303,94.7739704028,0.989998
2010-12-22,32.630001,32.259998,0.513626936362,100.0,1.16
2010-12-23,30.09,32.630001,0.186905428425,100.0,2.710001
2010-12-27,25.549999,30.09,-0.0355362973528,0.0,5.030001
2010-12-28,26.41,25.549999,0.103914150762,24.4444353909,1.75
2010-12-29,27.73,26.41,0.200407197252,74.377206849,1.6
2010-12-30,26.5,27.73,0.184943964025,55.8823303167,1.520001
2010-12-31,26.629999,26.5,0.271366374879,68.7821269297,0.75
2011-01-03,26.620001,26.629999,0.360196595253,68.6106346484,1.1
2011-01-04,26.67,26.620001,0.46311454744,69.4682504288,0.930001
2011-01-05,26.83,26.67,0.57582751797,72.2126758148,0.709999
2011-01-06,27.879999,26.83,0.686879425014,90.2229502573,1.190001
2011-01-07,28.24,27.879999,0.700862813127,96.3979245283,0.700001
2011-01-10,28.450001,28.24,0.647917058933,100.0,0.630001
2011-01-11,26.959999,28.450001,0.518854975938,100.0,1.789999
2011-01-12,26.959999,26.959999,0.461824837769,100.0,0.88
2011-01-13,26.219999,26.959999,0.358659110799,100.0,0.809999
2011-01-14,25.75,26.219999,0.270825078405,100.0,0.969999
2011-01-18,25.639999,25.75,0.181797528451,100.0,1.0
2011-01-19,24.030001,25.639999,0.0588894303236,61.3043744802,1.889999
2011-01-20,22.620001,24.030001,0.0465152380604,0.0,2.08
2011-01-21,23.040001,22.620001,0.171189926944,0.0,0.969999
2011-01-24,24.49,23.040001,0.298330906181,76.7567567568,1.769998
2011-01-25,24.68,24.49,0.318620128316,87.027027027,0.869999
2011-01-26,24.75,24.68,0.315228950983,90.8108108108,0.779999
2011-01-27,24.92,24.75,0.291141244455,100.0,0.549999
2011-01-28,24.01,24.92,0.22911976882,61.9047619048,1.17
2011-01-31,24.1,24.01,0.226542107603,66.6666666667,0.620001
2011-02-01,23.91,24.1,0.206935341634,56.6137566138,1.189999
2011-02-02,23.940001,23.91,0.192940684166,72.3776476845,0.51
2011-02-03,23.629999,23.940001,0.165472649663,62.0689310345,0.790001
2011-02-04,23.459999,23.629999,0.155070225347,56.206862069,0.450001
2011-02-07,23.07,23.459999,0.155353356535,42.7586206897,0.58
2011-02-08,24.49,23.07,0.193428252584,91.724137931,2.25
2011-02-09,23.209999,24.49,0.0993360261006,47.5861724138,1.699999
2011-02-10,23.219999,23.209999,0.0972865043789,47.931,0.83
2011-02-11,23.25,23.219999,0.0946780057891,48.9655172414,0.809999
2011-02-14,23.08,23.25,0.0895155827761,40.064089723,1.09
2011-02-15,22.84,23.08,0.1014815964,32.3717844962,0.610001
2011-02-16,24.73,22.84,0.144469299477,92.9486881575,2.129999
2011-02-17,23.6,24.73,0.0127973797773,56.7307510478,1.940001
2011-02-18,23.18,23.6,-0.0528907596177,43.2692169009,0.640001
2011-02-22,21.870001,23.18,-0.0942995737596,1.28208292241,1.399999
2011-02-23,21.83,21.870001,-0.00886943687754,0.0,1.389999
2011-02-24,22.530001,21.83,0.123114174133,0.0,1.08
2011-02-25,23.610001,22.530001,0.23978649141,37.0892314135,1.319999
2011-02-28,23.889999,23.610001,0.290973058448,50.467242554,0.6
2011-03-01,23.940001,23.889999,0.328814886544,52.8037824264,0.619999
2011-03-02,24.02,23.940001,0.369907044256,58.1080819333,0.550001
2011-03-03,24.360001,24.02,0.411226414425,78.6231884058,0.770001
2011-03-04,24.950001,24.360001,0.425123105988,100.0,1.209999
2011-03-07,24.940001,24.950001,0.374710757668,100.0,0.699999
2011-03-08,24.66,24.940001,0.297155761044,97.628496149,0.959999
2011-03-09,24.719999,24.66,0.212713717594,100.0,0.72
2011-03-10,24.01,24.719999,0.0881878751751,96.8085089407,0.989999
2011-03-11,24.07,24.01,-0.00880539720716,100.0,0.719999
2011-03-14,23.25,24.07,-0.140620661171,19.0647336447,0.869999
2011-03-15,22.950001,23.25,-0.226269097853,13.6690672067,1.450001
2011-03-16,22.82,22.950001,-0.295741593514,11.3309193041,0.559999
2011-03-17,22.809999,22.82,-0.356804432568,11.1510451711,0.790001
2011-03-18,22.959999,22.809999,-0.415873749888,13.8488873829,0.680001
2011-03-21,22.73,22.959999,-0.486310519695,9.71221397702,0.509998
2011-03-22,22.190001,22.73,-0.531662274152,0.0,0.860001
2011-03-23,22.209999,22.190001,-0.508608954549,0.0,0.5
2011-03-24,22.33,22.209999,-0.447465152093,0.0,0.399999
2011-03-25,22.75,22.33,-0.346073148782,0.0,0.67
2011-03-28,23.25,22.75,-0.223458651725,0.0,0.990002
2011-03-29,23.92,23.25,-0.085000180208,5.19804326781,0.790001
2011-03-30,23.709999,23.92,0.0519920961307,0.0,1.48
2011-03-31,27.75,23.709999,0.270168522471,100.0,5.0
2011-04-01,26.66,27.75,0.160962351293,77.6061776062,1.61
2011-04-04,25.83,26.66,0.115173998284,45.5598455598,1.77
2011-04-05,26.700001,25.83,0.135183094454,79.1506177606,1.309999
2011-04-06,26.49,26.700001,0.0746946034892,71.0424710425,1.210001
2011-04-07,27.24,26.49,0.012965472735,100.0,1.49
2011-04-08,26.49,27.24,-0.145354549576,61.1295681063,1.239999
2011-04-11,25.27,26.49,-0.280745410259,20.5980066445,1.510001
2011-04-12,24.65,25.27,-0.329872143464,0.0,0.970001
2011-04-13,24.93,24.65,-0.31598218983,0.0,1.040001
2011-04-14,25.139999,24.93,-0.305521162489,4.18243505036,1.08
2011-04-15,25.58,25.139999,-0.293779667717,20.9125174572,1.040001
2011-04-18,25.030001,25.58,-0.304665726636,0.0,1.26
2011-04-19,25.16,25.030001,-0.246823944555,0.0,0.61
2011-04-20,25.75,25.16,-0.163859623722,0.0,0.93
2011-04-21,26.74,25.75,-0.0962566930686,18.0412793602,1.39
2011-04-25,26.389999,26.74,-0.0944903063573,0.0,0.770001
2011-04-26,26.93,26.389999,-0.0498911436143,25.9258867333,0.940001
2011-04-27,27.08,26.93,-0.0373366384798,33.862398869,0.730002
2011-04-28,27.66,27.08,-0.0311668466201,71.7299697342,0.970002
2011-04-29,27.6,27.66,-0.078173097927,69.1983252328,0.450001
2011-05-02,27.450001,27.6,-0.133352229539,62.8692561733,0.74
2011-05-03,26.870001,27.450001,-0.188587802169,38.3966926596,0.950001
2011-05-04,26.690001,26.870001,-0.197837468035,30.8017591554,1.25
2011-05-05,26.440001,26.690001,-0.182484247392,20.2532403995,1.270001
2011-05-06,27.120001,26.440001,-0.126126897027,38.4106495329,1.26
2011-05-09,27.91,27.120001,-0.109154380967,55.3977399438,1.15
2011-05-10,28.33,27.91,-0.160208509674,66.0167409471,1.040001
2011-05-11,27.07,28.33,-0.267930246558,26.5550478469,1.41
2011-05-12,27.67,27.07,-0.28034665181,40.9091148325,1.09
2011-05-13,27.549999,27.67,-0.346855731636,38.038277512,0.890002
2011-05-16,26.6,27.549999,-0.414212247996,15.3110287081,1.440001
2011-05-17,25.959999,26.6,-0.39577421863,0.0,1.280001
2011-05-18,26.35,25.959999,-0.288731158469,0.0,0.949999
2011-05-19,28.200001,26.35,-0.166386589427,43.2749122807,2.090001
2011-05-20,27.969999,28.200001,-0.176999281071,36.5497076023,0.930001
2011-05-23,26.82,27.969999,-0.164176075302,2.92400584795,1.349998
2011-05-24,26.719999,26.82,-0.0253104259954,0.0,0.9
2011-05-25,28.98,26.719999,0.178848081407,61.5894116486,2.84
2011-05-26,29.48,28.98,0.226033026542,78.1457140038,1.66
2011-05-27,29.549999,29.48,0.227954831033,83.7912043382,0.85
2011-05-31,30.139999,29.549999,0.209745531826,100.0,0.730002
2011-06-01,28.52,30.139999,0.111233539631,60.9223448841,1.76
2011-06-02,28.76,28.52,0.128652707382,66.7475890164,0.81
2011-06-03,30.129999,28.76,0.120493132012,100.0,2.74
2011-06-06,28.700001,30.129999,-0.0384190304608,100.0,1.869999
2011-06-07,28.370001,28.700001,-0.11864925435,91.1197297297,1.129999
2011-06-08,27.120001,28.370001,-0.195725451015,42.8571814672,1.58
2011-06-09,27.620001,27.120001,-0.171359800178,62.1622007722,1.0
2011-06-10,27.860001,27.620001,-0.182731914984,71.4286100386,0.949999
2011-06-13,28.43,27.860001,-0.218076280193,77.5641274244,1.019998
2011-06-14,28.6,28.43,-0.319713455775,83.0128471195,1.270001
2011-06-15,27.32,28.6,-0.470391826453,41.8530485154,1.53
2011-06-16,26.5,27.32,-0.536681296565,15.6549570783,2.26
2011-06-17,26.5,26.5,-0.527888789166,13.1720430108,1.560002
2011-06-20,26.01,26.5,-0.497372542355,0.0,1.0
2011-06-21,27.530001,26.01,-0.388391265024,12.6984870244,1.73
2011-06-22,27.209999,27.530001,-0.378522467734,0.0,1.15
2011-06-23,27.709999,27.209999,-0.322941718649,11.0132110074,1.51
2011-06-24,27.57,27.709999,-0.289151146115,4.8458568961,0.709999
2011-06-27,27.459999,27.57,-0.223150505981,0.0,0.970002
2011-06-28,28.110001,27.459999,-0.117978486053,35.20004,0.790001
2011-06-29,28.290001,28.110001,-0.0397563979122,42.40004,1.02
2011-06-30,29.129999,28.290001,0.044370116737,75.99996,1.039999
2011-07-01,29.02,29.129999,0.0657991953508,71.6,0.800001
2011-07-05,29.139999,29.02,0.0941408667639,76.39996,0.810001
2011-07-06,28.959999,29.139999,0.107691683352,69.19996,0.59
2011-07-07,29.73,28.959999,0.130350669466,100.0,1.040001
2011-07-08,28.809999,29.73,0.0683479922742,76.69894335,1.299999
2011-07-11,28.35,28.809999,0.0613690598603,54.3689056462,0.809999
2011-07-12,28.17,28.35,0.0860135103023,45.6310458102,1.09
2011-07-13,28.639999,28.17,0.125980636952,68.4465201716,1.130001
2011-07-14,27.610001,28.639999,0.119826786368,18.4466415308,1.709999
2011-07-15,27.58,27.610001,0.201474054054,18.1817703349,0.43
2011-07-18,27.23,27.58,0.302320309336,54.6255386287,0.950001
2011-07-19,27.889999,27.23,0.458738003034,72.2771936085,0.880001
2011-07-20,28.690001,27.889999,0.584540141334,89.3805347326,2.640002
2011-07-21,28.700001,28.690001,0.647717535015,89.5575258203,1.06
2011-07-22,29.290001,28.700001,0.70060399652,100.0,0.990002
2011-07-25,28.49,29.290001,0.67849506995,94.5419113953,0.85
2011-07-26,28.0,28.49,0.693689196155,84.9902563372,0.800001
2011-07-27,27.639999,28.0,0.730631080496,77.9726943523,0.99
2011-07-28,28.17,27.639999,0.78462837849,88.3040958472,1.009998
2011-07-29,28.17,28.17,0.770932272391,88.3040958472,0.9
2011-08-01,28.77,28.17,0.717086219236,100.0,0.81
2011-08-02,27.34,28.77,0.548891953099,100.0,1.930001
2011-08-03,27.200001,27.34,0.43399218196,100.0,1.49
2011-08-04,24.75,27.200001,0.269414741174,64.2201900093,2.530001
2011-08-05,24.24,24.75,0.277734482463,52.5229369371,2.549999
2011-08-08,23.639999,24.24,0.3337854177,38.7614397988,1.340001
2011-08-09,25.059999,23.639999,0.464604019984,71.3302620781,1.810002
2011-08-10,23.82,25.059999,0.490403518248,42.8899049954,1.810002
2011-08-11,25.299999,23.82,0.637686477184,76.8348517591,1.93
2011-08-12,26.309999,25.299999,0.674437465871,100.0,1.84
2011-08-15,26.23,26.309999,0.601655997022,100.0,0.82
2011-08-16,26.1,26.23,0.48890284996,100.0,0.710001
2011-08-17,25.83,26.1,0.330628344488,100.0,1.14
2011-08-18,24.26,25.83,0.13000328871,82.7956927583,2.360001
2011-08-19,22.299999,24.26,0.011294228103,12.5447356791,2.26
2011-08-22,21.950001,22.299999,0.0540481262818,0.0,2.119999
2011-08-23,22.959999,21.950001,0.159941810179,4.30107295641,1.610001
2011-08-24,23.870001,22.959999,0.21220226409,53.2258853624,1.1
2011-08-25,23.110001,23.870001,0.196476031596,12.3656922765,0.970001
2011-08-26,23.73,23.110001,0.255423488724,43.8144619513,1.880001
2011-08-29,24.709999,23.73,0.277412841409,62.6712328767,1.12
2011-08-30,24.629999,24.709999,0.209752068783,59.9315068493,0.68
2011-08-31,24.74,24.629999,0.126388454161,59.4249330911,1.219999
2011-09-01,24.0,24.74,0.00552120548183,35.7827681205,1.030001
2011-09-02,23.07,24.0,-0.0763136463784,6.07031754942,1.32
2011-09-06,22.940001,23.07,-0.0797358513437,1.71434285714,0.91
2011-09-07,23.84,22.940001,-0.0533777852094,27.4286,1.059999
2011-09-08,23.610001,23.84,-0.0909800387732,20.8572,0.75
2011-09-09,22.969999,23.610001,-0.102619983198,2.57142857143,1.060002
2011-09-12,22.879999,22.969999,-0.0353151944126,0.0,0.859998
2011-09-13,24.08,22.879999,0.0847358138857,0.0,1.35
2011-09-14,24.34,24.08,0.142755308965,23.0188766109,1.049999
2011-09-15,24.82,24.34,0.206023450672,42.6470745026,0.6
2011-09-16,25.799999,24.82,0.25170280007,78.6764627487,1.35
2011-09-19,25.77,25.799999,0.219794916199,63.939413315,1.989999
2011-09-20,26.01,25.77,0.18254109351,70.5705705706,0.93
2011-09-21,25.85,26.01,0.112256003972,51.8957468947,1.25
2011-09-22,25.629999,25.85,0.0393294387829,46.6824518205,1.230002
2011-09-23,26.379999,25.629999,-0.0277524913417,64.4549678803,1.270001
2011-09-26,25.52,26.379999,-0.182210215,43.4579337715,1.62
2011-09-27,26.190001,25.52,-0.289710779959,57.6310154057,1.47
2011-09-28,24.59,26.190001,-0.481829183524,21.1845150762,1.99
2011-09-29,24.120001,24.59,-0.554597967463,9.82908119658,2.270001
2011-09-30,24.389999,24.120001,-0.570647782534,15.5982692308,1.399999
2011-10-03,23.73,24.389999,-0.581774961584,1.49572649573,1.75
2011-10-04,23.66,23.73,-0.491649070188,0.0,1.39
2011-10-05,25.370001,23.66,-0.323019207244,0.0,2.49
2011-10-06,26.959999,25.370001,-0.232718416136,0.0,2.58
2011-10-07,26.99,26.959999,-0.245892393343,0.0,1.550001
2011-10-10,27.879999,26.99,-0.246756302267,38.0280985915,1.19
2011-10-11,27.610001,27.879999,-0.318084036689,10.6719720664,0.789999
2011-10-12,27.799999,27.610001,-0.368404539775,18.1817714697,0.799999
2011-10-13,27.940001,27.799999,-0.43400587107,23.7154451718,1.029998
2011-10-14,28.049999,27.940001,-0.513814468654,28.0631904889,1.289999
2011-10-17,27.42,28.049999,-0.6078064833,1.56250030518,0.789999
2011-10-18,28.34,27.42,-0.643145044259,19.5312538147,1.720001
2011-10-19,27.57,28.34,-0.752503578012,4.49218837738,1.040001
2011-10-20,27.34,27.57,-0.790853840614,0.0,0.57
2011-10-21,28.030001,27.34,-0.782964003482,1.11609399913,1.289999
2011-10-24,28.549999,28.030001,-0.804805309405,12.7231948043,1.139999
2011-10-25,28.25,28.549999,-0.851778407598,4.77031886401,1.060002
2011-10-26,27.98,28.25,-0.850077397148,0.0,0.970001
2011-10-27,28.76,27.98,-0.783855681027,0.957873379718,0.970001
2011-10-28,29.870001,28.76,-0.737411526479,18.6196147673,1.99
2011-10-31,29.370001,29.870001,-0.755984204718,10.5939325843,1.120001
2011-11-01,28.879999,29.370001,-0.703186514161,2.72873194222,1.370001
2011-11-02,28.709999,28.879999,-0.55380166388,0.0,1.01
2011-11-03,32.459999,28.709999,-0.307917186392,38.9162561576,3.780003
2011-11-04,32.310001,32.459999,-0.336327891383,35.2217241379,1.949999
2011-11-07,31.27,32.310001,-0.355860319318,9.60593596059,1.560001
2011-11-08,31.84,31.27,-0.271842917423,23.6453448276,1.280001
2011-11-09,30.879999,31.84,-0.209277531522,0.0,1.540001
2011-11-10,31.33,30.879999,-0.0246236684626,0.0,0.85
2011-11-11,33.639999,31.33,0.180915733199,62.7506949861,3.93
2011-11-14,33.220001,33.639999,0.217352038631,50.716361442,1.02
2011-11-15,33.93,33.220001,0.290576292735,71.0601839886,1.670002
2011-11-16,34.939999,33.93,0.297956000385,100.0,1.599998
2011-11-17,33.68,34.939999,0.181546382728,65.2046872542,1.75
2011-11-18,32.599998,33.68,0.126457437939,42.964798995,1.57
2011-11-21,31.76,32.599998,0.14279171138,21.859321608,1.549999
2011-11-22,32.07,31.76,0.235445531936,37.2197392869,1.740002
2011-11-23,31.450001,32.07,0.315281596257,36.9003826201,0.82
2011-11-25,31.66,31.450001,0.468398293523,49.3690849745,1.33
2011-11-28,32.560001,31.66,0.634511993588,63.5646888217,1.619999
2011-11-29,31.75,32.560001,0.742043000558,54.5851607839,1.440001
2011-11-30,32.740002,31.75,0.936761816187,70.0843075961,1.18
2011-12-01,32.599998,32.740002,1.06424350739,68.1179590053,2.010002
2011-12-02,33.299999,32.599998,1.20717097763,78.4931477388,1.289997
2011-12-05,34.419998,33.299999,1.2817277496,93.8356018953,1.700001
2011-12-06,34.869999,34.419998,1.21513610885,100.0,0.950001
2011-12-07,34.189999,34.869999,1.0216732528,100.0,1.09
2011-12-08,30.889999,34.189999,0.774057132339,95.6771770383,4.579998
2011-12-09,31.040001,30.889999,0.729261917104,100.0,0.84
2011-12-12,30.41,31.040001,0.624108789133,100.0,1.020001
2011-12-13,29.450001,30.41,0.518712703706,100.0,2.02
2011-12-14,28.530001,29.450001,0.452349956483,82.7587068966,1.68
2011-12-15,28.620001,28.530001,0.441112359806,93.1677597315,1.049999
2011-12-16,28.0,28.620001,0.406455485984,59.8901098901,0.95
2011-12-19,27.75,28.0,0.413158049953,46.1538461538,1.129999
2011-12-20,27.9,27.75,0.441196577325,54.3956043956,0.730002
2011-12-21,27.57,27.9,0.458165023356,36.2637362637,2.039999
2011-12-22,27.77,27.57,0.508251988517,47.2527472527,0.75
2011-12-23,27.9,27.77,0.549817306058,86.0269336746,0.48
2011-12-27,28.57,27.9,0.585365132385,97.3063968529,1.130001
2011-12-28,28.51,28.57,0.556677208616,96.2962956728,1.199999
2011-12-29,28.73,28.51,0.513462830363,100.0,0.83
2011-12-30,28.559999,28.73,0.423993447652,100.0,0.73
2012-01-03,28.08,28.559999,0.313513805762,96.8864463162,1.85
2012-01-04,27.709999,28.08,0.210485953758,90.1098699835,1.17
2012-01-05,27.120001,27.709999,0.111995257772,79.3040438286,1.08
2012-01-06,26.91,27.120001,0.04713590053,66.9918536585,1.380001
2012-01-09,27.25,26.91,-0.00560265508343,68.1957137914,1.369999
2012-01-10,27.620001,27.25,-0.0946890799703,71.2389485603,0.51
2012-01-11,28.23,27.620001,-0.234355708567,80.2359852855,1.08
2012-01-12,28.25,28.23,-0.464023187645,80.4123682492,0.810002
2012-01-13,22.790001,28.25,-0.751241334344,0.0,5.860001
2012-01-17,26.6,22.790001,-0.549865846973,0.0,4.549999
2012-01-18,26.809999,26.6,-0.609756969837,4.03844308432,0.629999
2012-01-19,26.76,26.809999,-0.671804642015,3.07692366864,1.129999
2012-01-20,26.6,26.76,-0.708615821543,0.0,0.6
2012-01-23,26.77,26.6,-0.697856910266,0.0,0.609999
2012-01-24,27.42,26.77,-0.654867066716,0.0,1.239999
2012-01-25,27.969999,27.42,-0.618113876838,0.0,0.960001
2012-01-26,28.940001,27.969999,-0.582745021475,0.0,1.610001
2012-01-27,29.33,28.940001,-0.594702847911,5.73951688279,1.219999
2012-01-30,29.57,29.33,-0.615124351374,9.78473581213,1.08
2012-01-31,29.07,29.57,-0.632313273571,0.0,1.129999
2012-02-01,29.58,29.07,-0.569788651477,0.0,0.700001
2012-02-02,30.25,29.58,-0.500903411324,0.0,1.299999
2012-02-03,31.15,30.25,-0.443326668996,1.29198933024,1.08
2012-02-06,31.799999,31.15,-0.428620648345,18.0878247835,0.850001
2012-02-07,31.6,31.799999,-0.450640430554,12.9198933024,0.979999
